INSERT ALL 
 INTO "PSE1"."Warenkorb" VALUES ('0', '1727') 
 INTO "PSE1"."Warenkorb" VALUES ('2405', '1915') 
 INTO "PSE1"."Warenkorb" VALUES ('2406', '1585') 
 INTO "PSE1"."Warenkorb" VALUES ('2407', '1368') 
 INTO "PSE1"."Warenkorb" VALUES ('2408', '1844') 
 INTO "PSE1"."Warenkorb" VALUES ('2409', '5') 
 INTO "PSE1"."Warenkorb" VALUES ('2410', '536') 
 INTO "PSE1"."Warenkorb" VALUES ('2411', '187') 
 INTO "PSE1"."Warenkorb" VALUES ('2412', '1505') 
 INTO "PSE1"."Warenkorb" VALUES ('2413', '1026') 
 INTO "PSE1"."Warenkorb" VALUES ('2414', '1601') 
 INTO "PSE1"."Warenkorb" VALUES ('2415', '1919') 
 INTO "PSE1"."Warenkorb" VALUES ('2416', '1135') 
 INTO "PSE1"."Warenkorb" VALUES ('2417', '748') 
 INTO "PSE1"."Warenkorb" VALUES ('2418', '1522') 
 INTO "PSE1"."Warenkorb" VALUES ('2419', '977') 
 INTO "PSE1"."Warenkorb" VALUES ('2420', '1435') 
 INTO "PSE1"."Warenkorb" VALUES ('2421', '1956') 
 INTO "PSE1"."Warenkorb" VALUES ('2422', '1486') 
 INTO "PSE1"."Warenkorb" VALUES ('2423', '1562') 
 INTO "PSE1"."Warenkorb" VALUES ('2424', '1870') 
 INTO "PSE1"."Warenkorb" VALUES ('2425', '713') 
 INTO "PSE1"."Warenkorb" VALUES ('2426', '917') 
 INTO "PSE1"."Warenkorb" VALUES ('2427', '616') 
 INTO "PSE1"."Warenkorb" VALUES ('2428', '137') 
 INTO "PSE1"."Warenkorb" VALUES ('2429', '862') 
 INTO "PSE1"."Warenkorb" VALUES ('2430', '1644') 
 INTO "PSE1"."Warenkorb" VALUES ('2431', '175') 
 INTO "PSE1"."Warenkorb" VALUES ('2432', '529') 
 INTO "PSE1"."Warenkorb" VALUES ('2433', '958') 
 INTO "PSE1"."Warenkorb" VALUES ('2434', '48') 
 INTO "PSE1"."Warenkorb" VALUES ('2435', '552') 
 INTO "PSE1"."Warenkorb" VALUES ('2436', '1231') 
 INTO "PSE1"."Warenkorb" VALUES ('2437', '1037') 
 INTO "PSE1"."Warenkorb" VALUES ('2438', '1520') 
 INTO "PSE1"."Warenkorb" VALUES ('2439', '134') 
 INTO "PSE1"."Warenkorb" VALUES ('2440', '378') 
 INTO "PSE1"."Warenkorb" VALUES ('2441', '813') 
 INTO "PSE1"."Warenkorb" VALUES ('2442', '473') 
 INTO "PSE1"."Warenkorb" VALUES ('2443', '642') 
 INTO "PSE1"."Warenkorb" VALUES ('2444', '231') 
 INTO "PSE1"."Warenkorb" VALUES ('2445', '503') 
 INTO "PSE1"."Warenkorb" VALUES ('2446', '389') 
 INTO "PSE1"."Warenkorb" VALUES ('2447', '1460') 
 INTO "PSE1"."Warenkorb" VALUES ('2448', '1278') 
 INTO "PSE1"."Warenkorb" VALUES ('2449', '911') 
 INTO "PSE1"."Warenkorb" VALUES ('2450', '1411') 
 INTO "PSE1"."Warenkorb" VALUES ('2451', '1001') 
 INTO "PSE1"."Warenkorb" VALUES ('2452', '864') 
 INTO "PSE1"."Warenkorb" VALUES ('2453', '1830') 
 INTO "PSE1"."Warenkorb" VALUES ('2454', '593') 
 INTO "PSE1"."Warenkorb" VALUES ('2455', '1165') 
 INTO "PSE1"."Warenkorb" VALUES ('2456', '167') 
 INTO "PSE1"."Warenkorb" VALUES ('2457', '320') 
 INTO "PSE1"."Warenkorb" VALUES ('2458', '343') 
 INTO "PSE1"."Warenkorb" VALUES ('2459', '1166') 
 INTO "PSE1"."Warenkorb" VALUES ('2460', '1146') 
 INTO "PSE1"."Warenkorb" VALUES ('2461', '553') 
 INTO "PSE1"."Warenkorb" VALUES ('2462', '95') 
 INTO "PSE1"."Warenkorb" VALUES ('2463', '1484') 
 INTO "PSE1"."Warenkorb" VALUES ('2464', '1967') 
 INTO "PSE1"."Warenkorb" VALUES ('2465', '935') 
 INTO "PSE1"."Warenkorb" VALUES ('2466', '1368') 
 INTO "PSE1"."Warenkorb" VALUES ('2467', '68') 
 INTO "PSE1"."Warenkorb" VALUES ('2468', '959') 
 INTO "PSE1"."Warenkorb" VALUES ('2469', '898') 
 INTO "PSE1"."Warenkorb" VALUES ('2470', '1354') 
 INTO "PSE1"."Warenkorb" VALUES ('2471', '1207') 
 INTO "PSE1"."Warenkorb" VALUES ('2472', '1853') 
 INTO "PSE1"."Warenkorb" VALUES ('2473', '856') 
 INTO "PSE1"."Warenkorb" VALUES ('2474', '1749') 
 INTO "PSE1"."Warenkorb" VALUES ('2475', '360') 
 INTO "PSE1"."Warenkorb" VALUES ('2476', '970') 
 INTO "PSE1"."Warenkorb" VALUES ('2477', '1965') 
 INTO "PSE1"."Warenkorb" VALUES ('2478', '1810') 
 INTO "PSE1"."Warenkorb" VALUES ('2479', '314') 
 INTO "PSE1"."Warenkorb" VALUES ('2480', '620') 
 INTO "PSE1"."Warenkorb" VALUES ('2481', '116') 
 INTO "PSE1"."Warenkorb" VALUES ('2482', '1798') 
 INTO "PSE1"."Warenkorb" VALUES ('2483', '1868') 
 INTO "PSE1"."Warenkorb" VALUES ('2484', '922') 
 INTO "PSE1"."Warenkorb" VALUES ('2485', '971') 
 INTO "PSE1"."Warenkorb" VALUES ('2486', '592') 
 INTO "PSE1"."Warenkorb" VALUES ('2487', '147') 
 INTO "PSE1"."Warenkorb" VALUES ('2488', '1139') 
 INTO "PSE1"."Warenkorb" VALUES ('2489', '1679') 
 INTO "PSE1"."Warenkorb" VALUES ('2490', '1902') 
 INTO "PSE1"."Warenkorb" VALUES ('2491', '1701') 
 INTO "PSE1"."Warenkorb" VALUES ('2492', '1547') 
 INTO "PSE1"."Warenkorb" VALUES ('2493', '551') 
 INTO "PSE1"."Warenkorb" VALUES ('2494', '1263') 
 INTO "PSE1"."Warenkorb" VALUES ('2495', '1707') 
 INTO "PSE1"."Warenkorb" VALUES ('2496', '383') 
 INTO "PSE1"."Warenkorb" VALUES ('2497', '1876') 
 INTO "PSE1"."Warenkorb" VALUES ('2498', '1386') 
 INTO "PSE1"."Warenkorb" VALUES ('2499', '1856') 
 INTO "PSE1"."Warenkorb" VALUES ('2500', '1681') 
 INTO "PSE1"."Warenkorb" VALUES ('2501', '362') 
 INTO "PSE1"."Warenkorb" VALUES ('2502', '3') 
 INTO "PSE1"."Warenkorb" VALUES ('2503', '1676') 
 INTO "PSE1"."Warenkorb" VALUES ('2504', '1909') 
 INTO "PSE1"."Warenkorb" VALUES ('2505', '449') 
 INTO "PSE1"."Warenkorb" VALUES ('2506', '1948') 
 INTO "PSE1"."Warenkorb" VALUES ('2507', '1110') 
 INTO "PSE1"."Warenkorb" VALUES ('2508', '1694') 
 INTO "PSE1"."Warenkorb" VALUES ('2509', '1481') 
 INTO "PSE1"."Warenkorb" VALUES ('2510', '1649') 
 INTO "PSE1"."Warenkorb" VALUES ('2511', '1095') 
 INTO "PSE1"."Warenkorb" VALUES ('2512', '551') 
 INTO "PSE1"."Warenkorb" VALUES ('2513', '1550') 
 INTO "PSE1"."Warenkorb" VALUES ('2514', '618') 
 INTO "PSE1"."Warenkorb" VALUES ('2515', '864') 
 INTO "PSE1"."Warenkorb" VALUES ('2516', '1694') 
 INTO "PSE1"."Warenkorb" VALUES ('2517', '1285') 
 INTO "PSE1"."Warenkorb" VALUES ('2518', '1247') 
 INTO "PSE1"."Warenkorb" VALUES ('2519', '1699') 
 INTO "PSE1"."Warenkorb" VALUES ('2520', '1781') 
 INTO "PSE1"."Warenkorb" VALUES ('2521', '695') 
 INTO "PSE1"."Warenkorb" VALUES ('2522', '1947') 
 INTO "PSE1"."Warenkorb" VALUES ('2523', '1225') 
 INTO "PSE1"."Warenkorb" VALUES ('2524', '869') 
 INTO "PSE1"."Warenkorb" VALUES ('2525', '782') 
 INTO "PSE1"."Warenkorb" VALUES ('2526', '423') 
 INTO "PSE1"."Warenkorb" VALUES ('2527', '444') 
 INTO "PSE1"."Warenkorb" VALUES ('2528', '1586') 
 INTO "PSE1"."Warenkorb" VALUES ('2529', '1693') 
 INTO "PSE1"."Warenkorb" VALUES ('2530', '593') 
 INTO "PSE1"."Warenkorb" VALUES ('2531', '516') 
 INTO "PSE1"."Warenkorb" VALUES ('2532', '965') 
 INTO "PSE1"."Warenkorb" VALUES ('2533', '587') 
 INTO "PSE1"."Warenkorb" VALUES ('2534', '1556') 
 INTO "PSE1"."Warenkorb" VALUES ('2535', '928') 
 INTO "PSE1"."Warenkorb" VALUES ('2536', '1745') 
 INTO "PSE1"."Warenkorb" VALUES ('2537', '170') 
 INTO "PSE1"."Warenkorb" VALUES ('2538', '921') 
 INTO "PSE1"."Warenkorb" VALUES ('2539', '1330') 
 INTO "PSE1"."Warenkorb" VALUES ('2540', '970') 
 INTO "PSE1"."Warenkorb" VALUES ('2541', '396') 
 INTO "PSE1"."Warenkorb" VALUES ('2542', '421') 
 INTO "PSE1"."Warenkorb" VALUES ('2543', '902') 
 INTO "PSE1"."Warenkorb" VALUES ('2544', '1104') 
 INTO "PSE1"."Warenkorb" VALUES ('2545', '368') 
 INTO "PSE1"."Warenkorb" VALUES ('2546', '354') 
 INTO "PSE1"."Warenkorb" VALUES ('2547', '1785') 
 INTO "PSE1"."Warenkorb" VALUES ('2548', '1032') 
 INTO "PSE1"."Warenkorb" VALUES ('2549', '1385') 
 INTO "PSE1"."Warenkorb" VALUES ('2550', '1597') 
 INTO "PSE1"."Warenkorb" VALUES ('2551', '947') 
 INTO "PSE1"."Warenkorb" VALUES ('2552', '1243') 
 INTO "PSE1"."Warenkorb" VALUES ('2553', '438') 
 INTO "PSE1"."Warenkorb" VALUES ('2554', '797') 
 INTO "PSE1"."Warenkorb" VALUES ('2555', '1771') 
 INTO "PSE1"."Warenkorb" VALUES ('2556', '185') 
 INTO "PSE1"."Warenkorb" VALUES ('2557', '1189') 
 INTO "PSE1"."Warenkorb" VALUES ('2558', '888') 
 INTO "PSE1"."Warenkorb" VALUES ('2559', '138') 
 INTO "PSE1"."Warenkorb" VALUES ('2560', '1577') 
 INTO "PSE1"."Warenkorb" VALUES ('2561', '1137') 
 INTO "PSE1"."Warenkorb" VALUES ('2562', '84') 
 INTO "PSE1"."Warenkorb" VALUES ('2563', '1862') 
 INTO "PSE1"."Warenkorb" VALUES ('2564', '184') 
 INTO "PSE1"."Warenkorb" VALUES ('2565', '1107') 
 INTO "PSE1"."Warenkorb" VALUES ('2566', '173') 
 INTO "PSE1"."Warenkorb" VALUES ('2567', '1745') 
 INTO "PSE1"."Warenkorb" VALUES ('2568', '1098') 
 INTO "PSE1"."Warenkorb" VALUES ('2569', '1520') 
 INTO "PSE1"."Warenkorb" VALUES ('2570', '1284') 
 INTO "PSE1"."Warenkorb" VALUES ('2571', '0') 
 INTO "PSE1"."Warenkorb" VALUES ('2572', '196') 
 INTO "PSE1"."Warenkorb" VALUES ('2573', '1587') 
 INTO "PSE1"."Warenkorb" VALUES ('2574', '548') 
 INTO "PSE1"."Warenkorb" VALUES ('2575', '816') 
 INTO "PSE1"."Warenkorb" VALUES ('2576', '177') 
 INTO "PSE1"."Warenkorb" VALUES ('2577', '343') 
 INTO "PSE1"."Warenkorb" VALUES ('2578', '471') 
 INTO "PSE1"."Warenkorb" VALUES ('2579', '304') 
 INTO "PSE1"."Warenkorb" VALUES ('2580', '122') 
 INTO "PSE1"."Warenkorb" VALUES ('2581', '35') 
 INTO "PSE1"."Warenkorb" VALUES ('2582', '836') 
 INTO "PSE1"."Warenkorb" VALUES ('2583', '931') 
 INTO "PSE1"."Warenkorb" VALUES ('2584', '248') 
 INTO "PSE1"."Warenkorb" VALUES ('2585', '1552') 
 INTO "PSE1"."Warenkorb" VALUES ('2586', '1509') 
 INTO "PSE1"."Warenkorb" VALUES ('2587', '193') 
 INTO "PSE1"."Warenkorb" VALUES ('2588', '1851') 
 INTO "PSE1"."Warenkorb" VALUES ('2589', '659') 
 INTO "PSE1"."Warenkorb" VALUES ('2590', '1383') 
 INTO "PSE1"."Warenkorb" VALUES ('2591', '1708') 
 INTO "PSE1"."Warenkorb" VALUES ('2592', '259') 
 INTO "PSE1"."Warenkorb" VALUES ('2593', '28') 
 INTO "PSE1"."Warenkorb" VALUES ('2594', '1212') 
 INTO "PSE1"."Warenkorb" VALUES ('2595', '1426') 
 INTO "PSE1"."Warenkorb" VALUES ('2596', '1218') 
 INTO "PSE1"."Warenkorb" VALUES ('2597', '180') 
 INTO "PSE1"."Warenkorb" VALUES ('2598', '1227') 
 INTO "PSE1"."Warenkorb" VALUES ('2599', '333') 
 INTO "PSE1"."Warenkorb" VALUES ('2600', '47') 
 INTO "PSE1"."Warenkorb" VALUES ('2601', '968') 
 INTO "PSE1"."Warenkorb" VALUES ('2602', '1466') 
 INTO "PSE1"."Warenkorb" VALUES ('2603', '267') 
 INTO "PSE1"."Warenkorb" VALUES ('2604', '580') 
 INTO "PSE1"."Warenkorb" VALUES ('2605', '1451') 
 INTO "PSE1"."Warenkorb" VALUES ('2606', '89') 
 INTO "PSE1"."Warenkorb" VALUES ('2607', '738') 
 INTO "PSE1"."Warenkorb" VALUES ('2608', '708') 
 INTO "PSE1"."Warenkorb" VALUES ('2609', '699') 
 INTO "PSE1"."Warenkorb" VALUES ('2610', '439') 
 INTO "PSE1"."Warenkorb" VALUES ('2611', '966') 
 INTO "PSE1"."Warenkorb" VALUES ('2612', '1122') 
 INTO "PSE1"."Warenkorb" VALUES ('2613', '627') 
 INTO "PSE1"."Warenkorb" VALUES ('2614', '611') 
 INTO "PSE1"."Warenkorb" VALUES ('2615', '1085') 
 INTO "PSE1"."Warenkorb" VALUES ('2616', '1588') 
 INTO "PSE1"."Warenkorb" VALUES ('2617', '766') 
 INTO "PSE1"."Warenkorb" VALUES ('2618', '1052') 
 INTO "PSE1"."Warenkorb" VALUES ('2619', '1617') 
 INTO "PSE1"."Warenkorb" VALUES ('2620', '419') 
 INTO "PSE1"."Warenkorb" VALUES ('2621', '358') 
 INTO "PSE1"."Warenkorb" VALUES ('2622', '1964') 
 INTO "PSE1"."Warenkorb" VALUES ('2623', '1214') 
 INTO "PSE1"."Warenkorb" VALUES ('2624', '509') 
 INTO "PSE1"."Warenkorb" VALUES ('2625', '813') 
 INTO "PSE1"."Warenkorb" VALUES ('2626', '1600') 
 INTO "PSE1"."Warenkorb" VALUES ('2627', '1726') 
 INTO "PSE1"."Warenkorb" VALUES ('2628', '50') 
 INTO "PSE1"."Warenkorb" VALUES ('2629', '1153') 
 INTO "PSE1"."Warenkorb" VALUES ('2630', '1988') 
 INTO "PSE1"."Warenkorb" VALUES ('2631', '1655') 
 INTO "PSE1"."Warenkorb" VALUES ('2632', '98') 
 INTO "PSE1"."Warenkorb" VALUES ('2633', '885') 
 INTO "PSE1"."Warenkorb" VALUES ('2634', '684') 
 INTO "PSE1"."Warenkorb" VALUES ('2635', '1452') 
 INTO "PSE1"."Warenkorb" VALUES ('2636', '1137') 
 INTO "PSE1"."Warenkorb" VALUES ('2637', '1872') 
 INTO "PSE1"."Warenkorb" VALUES ('2638', '1469') 
 INTO "PSE1"."Warenkorb" VALUES ('2639', '525') 
 INTO "PSE1"."Warenkorb" VALUES ('2640', '544') 
 INTO "PSE1"."Warenkorb" VALUES ('2641', '326') 
 INTO "PSE1"."Warenkorb" VALUES ('2642', '380') 
 INTO "PSE1"."Warenkorb" VALUES ('2643', '748') 
 INTO "PSE1"."Warenkorb" VALUES ('2644', '443') 
 INTO "PSE1"."Warenkorb" VALUES ('2645', '1989') 
 INTO "PSE1"."Warenkorb" VALUES ('2646', '1848') 
 INTO "PSE1"."Warenkorb" VALUES ('2647', '275') 
 INTO "PSE1"."Warenkorb" VALUES ('2648', '1600') 
 INTO "PSE1"."Warenkorb" VALUES ('2649', '1762') 
 INTO "PSE1"."Warenkorb" VALUES ('2650', '1072') 
 INTO "PSE1"."Warenkorb" VALUES ('2651', '1815') 
 INTO "PSE1"."Warenkorb" VALUES ('2652', '1664') 
 INTO "PSE1"."Warenkorb" VALUES ('2653', '1186') 
 INTO "PSE1"."Warenkorb" VALUES ('2654', '1985') 
 INTO "PSE1"."Warenkorb" VALUES ('2655', '1797') 
 INTO "PSE1"."Warenkorb" VALUES ('2656', '1906') 
 INTO "PSE1"."Warenkorb" VALUES ('2657', '1275') 
 INTO "PSE1"."Warenkorb" VALUES ('2658', '441') 
 INTO "PSE1"."Warenkorb" VALUES ('2659', '1750') 
 INTO "PSE1"."Warenkorb" VALUES ('2660', '99') 
 INTO "PSE1"."Warenkorb" VALUES ('2661', '1385') 
 INTO "PSE1"."Warenkorb" VALUES ('2662', '887') 
 INTO "PSE1"."Warenkorb" VALUES ('2663', '1559') 
 INTO "PSE1"."Warenkorb" VALUES ('2664', '382') 
 INTO "PSE1"."Warenkorb" VALUES ('2665', '1569') 
 INTO "PSE1"."Warenkorb" VALUES ('2666', '52') 
 INTO "PSE1"."Warenkorb" VALUES ('2667', '274') 
 INTO "PSE1"."Warenkorb" VALUES ('2668', '1136') 
 INTO "PSE1"."Warenkorb" VALUES ('2669', '285') 
 INTO "PSE1"."Warenkorb" VALUES ('2670', '1118') 
 INTO "PSE1"."Warenkorb" VALUES ('2671', '573') 
 INTO "PSE1"."Warenkorb" VALUES ('2672', '1286') 
 INTO "PSE1"."Warenkorb" VALUES ('2673', '1164') 
 INTO "PSE1"."Warenkorb" VALUES ('2674', '662') 
 INTO "PSE1"."Warenkorb" VALUES ('2675', '328') 
 INTO "PSE1"."Warenkorb" VALUES ('2676', '80') 
 INTO "PSE1"."Warenkorb" VALUES ('2677', '973') 
 INTO "PSE1"."Warenkorb" VALUES ('2678', '1854') 
 INTO "PSE1"."Warenkorb" VALUES ('2679', '1029') 
 INTO "PSE1"."Warenkorb" VALUES ('2680', '1900') 
 INTO "PSE1"."Warenkorb" VALUES ('2681', '151') 
 INTO "PSE1"."Warenkorb" VALUES ('2682', '236') 
 INTO "PSE1"."Warenkorb" VALUES ('2683', '20') 
 INTO "PSE1"."Warenkorb" VALUES ('2684', '981') 
 INTO "PSE1"."Warenkorb" VALUES ('2685', '194') 
 INTO "PSE1"."Warenkorb" VALUES ('2686', '563') 
 INTO "PSE1"."Warenkorb" VALUES ('2687', '1759') 
 INTO "PSE1"."Warenkorb" VALUES ('2688', '1902') 
 INTO "PSE1"."Warenkorb" VALUES ('2689', '1874') 
 INTO "PSE1"."Warenkorb" VALUES ('2690', '1834') 
 INTO "PSE1"."Warenkorb" VALUES ('2691', '774') 
 INTO "PSE1"."Warenkorb" VALUES ('2692', '1916') 
 INTO "PSE1"."Warenkorb" VALUES ('2693', '215') 
 INTO "PSE1"."Warenkorb" VALUES ('2694', '1749') 
 INTO "PSE1"."Warenkorb" VALUES ('2695', '790') 
 INTO "PSE1"."Warenkorb" VALUES ('2696', '1939') 
 INTO "PSE1"."Warenkorb" VALUES ('2697', '1590') 
 INTO "PSE1"."Warenkorb" VALUES ('2698', '321') 
 INTO "PSE1"."Warenkorb" VALUES ('2699', '1138') 
 INTO "PSE1"."Warenkorb" VALUES ('2700', '1046') 
 INTO "PSE1"."Warenkorb" VALUES ('2701', '983') 
 INTO "PSE1"."Warenkorb" VALUES ('2702', '1206') 
 INTO "PSE1"."Warenkorb" VALUES ('2703', '1928') 
 INTO "PSE1"."Warenkorb" VALUES ('2704', '975') 
 INTO "PSE1"."Warenkorb" VALUES ('2705', '1387') 
 INTO "PSE1"."Warenkorb" VALUES ('2706', '558') 
 INTO "PSE1"."Warenkorb" VALUES ('2707', '1357') 
 INTO "PSE1"."Warenkorb" VALUES ('2708', '1329') 
 INTO "PSE1"."Warenkorb" VALUES ('2709', '1687') 
 INTO "PSE1"."Warenkorb" VALUES ('2710', '1024') 
 INTO "PSE1"."Warenkorb" VALUES ('2711', '1534') 
 INTO "PSE1"."Warenkorb" VALUES ('2712', '1724') 
 INTO "PSE1"."Warenkorb" VALUES ('2713', '1721') 
 INTO "PSE1"."Warenkorb" VALUES ('2714', '291') 
 INTO "PSE1"."Warenkorb" VALUES ('2715', '892') 
 INTO "PSE1"."Warenkorb" VALUES ('2716', '891') 
 INTO "PSE1"."Warenkorb" VALUES ('2717', '1216') 
 INTO "PSE1"."Warenkorb" VALUES ('2718', '939') 
 INTO "PSE1"."Warenkorb" VALUES ('2719', '532') 
 INTO "PSE1"."Warenkorb" VALUES ('2720', '1121') 
 INTO "PSE1"."Warenkorb" VALUES ('2721', '1177') 
 INTO "PSE1"."Warenkorb" VALUES ('2722', '1115') 
 INTO "PSE1"."Warenkorb" VALUES ('2723', '1468') 
 INTO "PSE1"."Warenkorb" VALUES ('2724', '935') 
 INTO "PSE1"."Warenkorb" VALUES ('2725', '168') 
 INTO "PSE1"."Warenkorb" VALUES ('2726', '1321') 
 INTO "PSE1"."Warenkorb" VALUES ('2727', '1318') 
 INTO "PSE1"."Warenkorb" VALUES ('2728', '1609') 
 INTO "PSE1"."Warenkorb" VALUES ('2729', '380') 
 INTO "PSE1"."Warenkorb" VALUES ('2730', '1472') 
 INTO "PSE1"."Warenkorb" VALUES ('2731', '461') 
 INTO "PSE1"."Warenkorb" VALUES ('2732', '580') 
 INTO "PSE1"."Warenkorb" VALUES ('2733', '1524') 
 INTO "PSE1"."Warenkorb" VALUES ('2734', '1409') 
 INTO "PSE1"."Warenkorb" VALUES ('2735', '1439') 
 INTO "PSE1"."Warenkorb" VALUES ('2736', '504') 
 INTO "PSE1"."Warenkorb" VALUES ('2737', '1904') 
 INTO "PSE1"."Warenkorb" VALUES ('2738', '675') 
 INTO "PSE1"."Warenkorb" VALUES ('2739', '1912') 
 INTO "PSE1"."Warenkorb" VALUES ('2740', '1510') 
 INTO "PSE1"."Warenkorb" VALUES ('2741', '1645') 
 INTO "PSE1"."Warenkorb" VALUES ('2742', '51') 
 INTO "PSE1"."Warenkorb" VALUES ('2743', '573') 
 INTO "PSE1"."Warenkorb" VALUES ('2744', '26') 
 INTO "PSE1"."Warenkorb" VALUES ('2745', '510') 
 INTO "PSE1"."Warenkorb" VALUES ('2746', '857') 
 INTO "PSE1"."Warenkorb" VALUES ('2747', '1863') 
 INTO "PSE1"."Warenkorb" VALUES ('2748', '1151') 
 INTO "PSE1"."Warenkorb" VALUES ('2749', '980') 
 INTO "PSE1"."Warenkorb" VALUES ('2750', '679') 
 INTO "PSE1"."Warenkorb" VALUES ('2751', '1718') 
 INTO "PSE1"."Warenkorb" VALUES ('2752', '751') 
 INTO "PSE1"."Warenkorb" VALUES ('2753', '1937') 
 INTO "PSE1"."Warenkorb" VALUES ('2754', '561') 
 INTO "PSE1"."Warenkorb" VALUES ('2755', '1954') 
 INTO "PSE1"."Warenkorb" VALUES ('2756', '334') 
 INTO "PSE1"."Warenkorb" VALUES ('2757', '1308') 
 INTO "PSE1"."Warenkorb" VALUES ('2758', '1133') 
 INTO "PSE1"."Warenkorb" VALUES ('2759', '1530') 
 INTO "PSE1"."Warenkorb" VALUES ('2760', '608') 
 INTO "PSE1"."Warenkorb" VALUES ('2761', '245') 
 INTO "PSE1"."Warenkorb" VALUES ('2762', '37') 
 INTO "PSE1"."Warenkorb" VALUES ('2763', '836') 
 INTO "PSE1"."Warenkorb" VALUES ('2764', '460') 
 INTO "PSE1"."Warenkorb" VALUES ('2765', '1174') 
 INTO "PSE1"."Warenkorb" VALUES ('2766', '210') 
 INTO "PSE1"."Warenkorb" VALUES ('2767', '576') 
 INTO "PSE1"."Warenkorb" VALUES ('2768', '326') 
 INTO "PSE1"."Warenkorb" VALUES ('2769', '1331') 
 INTO "PSE1"."Warenkorb" VALUES ('2770', '1535') 
 INTO "PSE1"."Warenkorb" VALUES ('2771', '906') 
 INTO "PSE1"."Warenkorb" VALUES ('2772', '103') 
 INTO "PSE1"."Warenkorb" VALUES ('2773', '1787') 
 INTO "PSE1"."Warenkorb" VALUES ('2774', '1717') 
 INTO "PSE1"."Warenkorb" VALUES ('2775', '1032') 
 INTO "PSE1"."Warenkorb" VALUES ('2776', '1034') 
 INTO "PSE1"."Warenkorb" VALUES ('2777', '1027') 
 INTO "PSE1"."Warenkorb" VALUES ('2778', '696') 
 INTO "PSE1"."Warenkorb" VALUES ('2779', '823') 
 INTO "PSE1"."Warenkorb" VALUES ('2780', '943') 
 INTO "PSE1"."Warenkorb" VALUES ('2781', '1232') 
 INTO "PSE1"."Warenkorb" VALUES ('2782', '716') 
 INTO "PSE1"."Warenkorb" VALUES ('2783', '1520') 
 INTO "PSE1"."Warenkorb" VALUES ('2784', '1751') 
 INTO "PSE1"."Warenkorb" VALUES ('2785', '1125') 
 INTO "PSE1"."Warenkorb" VALUES ('2786', '457') 
 INTO "PSE1"."Warenkorb" VALUES ('2787', '1267') 
 INTO "PSE1"."Warenkorb" VALUES ('2788', '628') 
 INTO "PSE1"."Warenkorb" VALUES ('2789', '1551') 
 INTO "PSE1"."Warenkorb" VALUES ('2790', '1881') 
 INTO "PSE1"."Warenkorb" VALUES ('2791', '1643') 
 INTO "PSE1"."Warenkorb" VALUES ('2792', '1422') 
 INTO "PSE1"."Warenkorb" VALUES ('2793', '922') 
 INTO "PSE1"."Warenkorb" VALUES ('2794', '1757') 
 INTO "PSE1"."Warenkorb" VALUES ('2795', '719') 
 INTO "PSE1"."Warenkorb" VALUES ('2796', '1115') 
 INTO "PSE1"."Warenkorb" VALUES ('2797', '706') 
 INTO "PSE1"."Warenkorb" VALUES ('2798', '492') 
 INTO "PSE1"."Warenkorb" VALUES ('2799', '976') 
 INTO "PSE1"."Warenkorb" VALUES ('2800', '1121') 
 INTO "PSE1"."Warenkorb" VALUES ('2801', '480') 
 INTO "PSE1"."Warenkorb" VALUES ('2802', '1038') 
 INTO "PSE1"."Warenkorb" VALUES ('2803', '1398') 
 INTO "PSE1"."Warenkorb" VALUES ('2804', '1814') 
 INTO "PSE1"."Warenkorb" VALUES ('2805', '743') 
 INTO "PSE1"."Warenkorb" VALUES ('2806', '1632') 
 INTO "PSE1"."Warenkorb" VALUES ('2807', '59') 
 INTO "PSE1"."Warenkorb" VALUES ('2808', '985') 
 INTO "PSE1"."Warenkorb" VALUES ('2809', '1752') 
 INTO "PSE1"."Warenkorb" VALUES ('2810', '1') 
 INTO "PSE1"."Warenkorb" VALUES ('2811', '1848') 
 INTO "PSE1"."Warenkorb" VALUES ('2812', '1003') 
 INTO "PSE1"."Warenkorb" VALUES ('2813', '1811') 
 INTO "PSE1"."Warenkorb" VALUES ('2814', '50') 
 INTO "PSE1"."Warenkorb" VALUES ('2815', '1580') 
 INTO "PSE1"."Warenkorb" VALUES ('2816', '554') 
 INTO "PSE1"."Warenkorb" VALUES ('2817', '1113') 
 INTO "PSE1"."Warenkorb" VALUES ('2818', '631') 
 INTO "PSE1"."Warenkorb" VALUES ('2819', '1145') 
 INTO "PSE1"."Warenkorb" VALUES ('2820', '1763') 
 INTO "PSE1"."Warenkorb" VALUES ('2821', '1283') 
 INTO "PSE1"."Warenkorb" VALUES ('2822', '726') 
 INTO "PSE1"."Warenkorb" VALUES ('2823', '875') 
 INTO "PSE1"."Warenkorb" VALUES ('2824', '1164') 
 INTO "PSE1"."Warenkorb" VALUES ('2825', '974') 
 INTO "PSE1"."Warenkorb" VALUES ('2826', '1948') 
 INTO "PSE1"."Warenkorb" VALUES ('2827', '1165') 
 INTO "PSE1"."Warenkorb" VALUES ('2828', '1469') 
 INTO "PSE1"."Warenkorb" VALUES ('2829', '1603') 
 INTO "PSE1"."Warenkorb" VALUES ('2830', '574') 
 INTO "PSE1"."Warenkorb" VALUES ('2831', '1872') 
 INTO "PSE1"."Warenkorb" VALUES ('2832', '81') 
 INTO "PSE1"."Warenkorb" VALUES ('2833', '958') 
